tipo_persona_id,sexo_victima
7228.0,No corresponde
23324.0,Femenino
7229.0,No corresponde
20004.0,Femenino
7230.0,No corresponde
7231.0,No corresponde
20005.0,Masculino
7232.0,No corresponde
20006.0,Masculino
7233.0,No corresponde
20007.0,Masculino
7234.0,No corresponde
20008.0,Femenino
7235.0,No corresponde
20009.0,Masculino
7236.0,No corresponde
7237.0,No corresponde
20010.0,Masculino
7238.0,No corresponde
20011.0,Masculino
7239.0,No corresponde
20012.0,Masculino
7240.0,No corresponde
20013.0,Masculino
7241.0,No corresponde
20014.0,Femenino
7242.0,No corresponde
20015.0,Masculino
7243.0,No corresponde
20016.0,Femenino
7244.0,No corresponde
20017.0,Masculino
7245.0,No corresponde
20018.0,Masculino
7246.0,No corresponde
20019.0,Masculino
7247.0,No corresponde
7248.0,No corresponde
20020.0,Masculino
7249.0,No corresponde
20021.0,Masculino
7250.0,No corresponde
20022.0,Masculino
7251.0,No corresponde
20023.0,Masculino
7252.0,No corresponde
20024.0,Masculino
7253.0,No corresponde
20025.0,Masculino
7254.0,No corresponde
20026.0,Masculino
7255.0,No corresponde
20027.0,Masculino
7256.0,No corresponde
20028.0,Femenino
7257.0,No corresponde
20029.0,Masculino
7258.0,No corresponde
20030.0,Femenino
7259.0,No corresponde
20031.0,Masculino
7260.0,No corresponde
20032.0,Masculino
7261.0,No corresponde
7262.0,No corresponde
20033.0,Masculino
7263.0,No corresponde
20034.0,Masculino
7264.0,No corresponde
7265.0,No corresponde
20035.0,Masculino
7266.0,No corresponde
20036.0,Masculino
7267.0,No corresponde
7268.0,No corresponde
7269.0,No corresponde
20037.0,Masculino
7270.0,No corresponde
20038.0,Masculino
7271.0,No corresponde
20039.0,Masculino
7272.0,No corresponde
20040.0,Masculino
7273.0,No corresponde
23470.0,Femenino
7274.0,No corresponde
20041.0,Masculino
7275.0,No corresponde
20042.0,Masculino
7276.0,No corresponde
20043.0,Masculino
7277.0,No corresponde
20044.0,Femenino
7278.0,No corresponde
20045.0,Femenino
7279.0,No corresponde
20046.0,Masculino
7280.0,No corresponde
20047.0,Masculino
7281.0,No corresponde
20048.0,Masculino
7282.0,No corresponde
20049.0,Femenino
7283.0,No corresponde
20050.0,Masculino
7284.0,No corresponde
20051.0,Femenino
7285.0,No corresponde
7286.0,No corresponde
7287.0,No corresponde
20052.0,Masculino
7288.0,No corresponde
20053.0,Femenino
20054.0,Femenino
7289.0,No corresponde
20055.0,Masculino
7290.0,No corresponde
20056.0,Masculino
7291.0,No corresponde
20057.0,Masculino
7292.0,No corresponde
20058.0,Masculino
7293.0,No corresponde
20059.0,Femenino
7294.0,No corresponde
20060.0,Masculino
7295.0,No corresponde
20061.0,Masculino
7296.0,No corresponde
20062.0,Masculino
7297.0,No corresponde
20063.0,Femenino
7298.0,No corresponde
20064.0,Masculino
7299.0,No corresponde
20065.0,Masculino
7300.0,No corresponde
20066.0,Masculino
7301.0,No corresponde
20067.0,Masculino
7302.0,No corresponde
20068.0,Masculino
7303.0,No corresponde
20069.0,Masculino
7304.0,No corresponde
20070.0,Femenino
7305.0,No corresponde
20071.0,Femenino
7306.0,No corresponde
20072.0,Masculino
7307.0,No corresponde
20073.0,Masculino
7308.0,No corresponde
21434.0,Masculino
7309.0,No corresponde
21435.0,Masculino
7310.0,No corresponde
20074.0,Masculino
7311.0,No corresponde
20075.0,Masculino
7312.0,No corresponde
20076.0,Masculino
7313.0,No corresponde
20077.0,Masculino
7314.0,No corresponde
7315.0,No corresponde
20078.0,Masculino
7316.0,No corresponde
20079.0,Masculino
7317.0,No corresponde
20080.0,Masculino
7318.0,No corresponde
21473.0,Masculino
7319.0,No corresponde
7320.0,No corresponde
20081.0,Masculino
7321.0,No corresponde
21474.0,Masculino
7322.0,No corresponde
7323.0,No corresponde
7324.0,No corresponde
7325.0,No corresponde
21475.0,Masculino
7326.0,No corresponde
20082.0,Masculino
7327.0,No corresponde
20083.0,Masculino
7328.0,No corresponde
20084.0,Femenino
7329.0,No corresponde
20085.0,Masculino
7330.0,No corresponde
21476.0,Masculino
7331.0,No corresponde
20086.0,Masculino
7332.0,No corresponde
20087.0,Masculino
7333.0,No corresponde
7334.0,No corresponde
20088.0,Masculino
7344.0,No corresponde
20089.0,Masculino
7345.0,No corresponde
20090.0,Masculino
7346.0,No corresponde
20091.0,Masculino
7347.0,No corresponde
20092.0,Masculino
7348.0,No corresponde
7892.0,No corresponde
7893.0,No corresponde
7894.0,No corresponde
20093.0,Masculino
7349.0,No corresponde
7350.0,No corresponde
20094.0,Masculino
7351.0,No corresponde
20095.0,Masculino
7352.0,No corresponde
8729.0,No corresponde
8913.0,No corresponde
20096.0,Masculino
7353.0,No corresponde
20097.0,Masculino
7354.0,No corresponde
20098.0,Masculino
7355.0,No corresponde
20099.0,Masculino
7356.0,No corresponde
20100.0,Masculino
7357.0,No corresponde
20101.0,Masculino
7358.0,No corresponde
20102.0,Masculino
7359.0,No corresponde
20103.0,Masculino
7904.0,No corresponde
20104.0,Masculino
7360.0,No corresponde
20105.0,Masculino
7361.0,No corresponde
20106.0,Masculino
7362.0,No corresponde
20107.0,Femenino
7363.0,No corresponde
20108.0,Masculino
7364.0,No corresponde
20109.0,Masculino
7365.0,No corresponde
20110.0,Masculino
7366.0,No corresponde
20111.0,Femenino
7367.0,No corresponde
20112.0,Masculino
7368.0,No corresponde
20113.0,Masculino
7369.0,No corresponde
20114.0,Masculino
7370.0,No corresponde
20115.0,Masculino
7371.0,No corresponde
23325.0,Femenino
7372.0,No corresponde
20116.0,Masculino
7373.0,No corresponde
20117.0,Masculino
7374.0,No corresponde
20118.0,Masculino
7375.0,No corresponde
20119.0,Masculino
7376.0,No corresponde
7377.0,No corresponde
20120.0,Masculino
7378.0,No corresponde
20121.0,Masculino
7379.0,No corresponde
20122.0,Masculino
7380.0,No corresponde
20123.0,Masculino
7381.0,No corresponde
20124.0,Masculino
7382.0,No corresponde
20125.0,Femenino
7383.0,No corresponde
7384.0,No corresponde
20126.0,Masculino
7385.0,No corresponde
20127.0,Masculino
7386.0,No corresponde
20128.0,Masculino
7387.0,No corresponde
7388.0,No corresponde
7389.0,No corresponde
20129.0,Masculino
7390.0,No corresponde
20130.0,Masculino
7391.0,No corresponde
20131.0,Masculino
7392.0,No corresponde
20132.0,Masculino
7393.0,No corresponde
20133.0,Masculino
7394.0,No corresponde
7395.0,No corresponde
20134.0,Masculino
7396.0,No corresponde
20135.0,Masculino
7397.0,No corresponde
7398.0,No corresponde
20136.0,Masculino
7399.0,No corresponde
20137.0,Masculino
7400.0,No corresponde
20138.0,Masculino
7401.0,No corresponde
20139.0,Masculino
7402.0,No corresponde
20140.0,Masculino
7403.0,No corresponde
20141.0,Femenino
7404.0,No corresponde
20142.0,Masculino
7405.0,No corresponde
20143.0,Femenino
7406.0,No corresponde
20144.0,Masculino
7407.0,No corresponde
20145.0,Masculino
7408.0,No corresponde
20146.0,Masculino
7409.0,No corresponde
7410.0,No corresponde
20147.0,Masculino
7411.0,No corresponde
20148.0,Femenino
7412.0,No corresponde
7413.0,No corresponde
7414.0,No corresponde
20149.0,Masculino
7415.0,No corresponde
20150.0,Femenino
7416.0,No corresponde
20151.0,Masculino
7417.0,No corresponde
20152.0,Masculino
7418.0,No corresponde
20153.0,Masculino
7419.0,No corresponde
20154.0,Masculino
7420.0,No corresponde
20155.0,Masculino
7421.0,No corresponde
20156.0,Masculino
7422.0,No corresponde
20157.0,Masculino
7423.0,No corresponde
20158.0,Masculino
7424.0,No corresponde
20159.0,Masculino
7425.0,No corresponde
20160.0,Masculino
7426.0,No corresponde
20161.0,Masculino
20162.0,Masculino
7427.0,No corresponde
20163.0,Masculino
20164.0,Masculino
7428.0,No corresponde
20165.0,Masculino
7429.0,No corresponde
20166.0,Femenino
7430.0,No corresponde
20167.0,Masculino
7431.0,No corresponde
20168.0,Masculino
7432.0,No corresponde
20169.0,Masculino
7433.0,No corresponde
20170.0,Femenino
7434.0,No corresponde
20171.0,Masculino
7435.0,No corresponde
20172.0,Femenino
7436.0,No corresponde
20173.0,Masculino
7437.0,No corresponde
20174.0,Masculino
7438.0,No corresponde
20175.0,Masculino
7439.0,No corresponde
20176.0,Masculino
7440.0,No corresponde
7441.0,No corresponde
20177.0,Masculino
7442.0,No corresponde
20178.0,Femenino
7443.0,No corresponde
20179.0,Masculino
7444.0,No corresponde
20180.0,Masculino
7445.0,No corresponde
20181.0,Masculino
7446.0,No corresponde
20182.0,Masculino
7447.0,No corresponde
20183.0,Masculino
7448.0,No corresponde
20184.0,Masculino
7449.0,No corresponde
20185.0,Masculino
7450.0,No corresponde
20186.0,Masculino
7451.0,No corresponde
20187.0,Masculino
7452.0,No corresponde
20188.0,Masculino
7453.0,No corresponde
20189.0,Masculino
7454.0,No corresponde
20190.0,Masculino
7455.0,No corresponde
20191.0,Femenino
7456.0,No corresponde
7457.0,No corresponde
20192.0,Masculino
7458.0,No corresponde
7459.0,No corresponde
20193.0,Masculino
7460.0,No corresponde
7461.0,No corresponde
7462.0,No corresponde
20194.0,Masculino
7463.0,No corresponde
20195.0,Masculino
7464.0,No corresponde
20196.0,Masculino
7465.0,No corresponde
7466.0,No corresponde
20197.0,Femenino
7467.0,No corresponde
20198.0,Masculino
20199.0,Femenino
7468.0,No corresponde
20200.0,Masculino
7469.0,No corresponde
20201.0,Masculino
7470.0,No corresponde
20202.0,Masculino
7471.0,No corresponde
20203.0,Masculino
7472.0,No corresponde
20204.0,Femenino
7473.0,No corresponde
20205.0,Femenino
7474.0,No corresponde
7475.0,No corresponde
7476.0,No corresponde
20206.0,Masculino
7477.0,No corresponde
20207.0,Masculino
7478.0,No corresponde
20208.0,Masculino
7479.0,No corresponde
23326.0,Femenino
7480.0,No corresponde
20209.0,Femenino
7481.0,No corresponde
20210.0,Masculino
7482.0,No corresponde
20211.0,Masculino
7483.0,No corresponde
7484.0,No corresponde
20212.0,Masculino
7485.0,No corresponde
20213.0,Masculino
7486.0,No corresponde
20214.0,Femenino
7487.0,No corresponde
7488.0,No corresponde
20215.0,Masculino
7489.0,No corresponde
20216.0,Masculino
7490.0,No corresponde
20217.0,Masculino
7491.0,No corresponde
20218.0,Masculino
7492.0,No corresponde
20219.0,Masculino
7493.0,No corresponde
20220.0,Masculino
7494.0,No corresponde
7495.0,No corresponde
20221.0,Masculino
7496.0,No corresponde
7497.0,No corresponde
7498.0,No corresponde
20222.0,Masculino
7499.0,No corresponde
7500.0,No corresponde
20223.0,Masculino
7501.0,No corresponde
20224.0,Masculino
7502.0,No corresponde
20225.0,Masculino
7503.0,No corresponde
20226.0,Femenino
7504.0,No corresponde
20227.0,Masculino
7505.0,No corresponde
20228.0,Masculino
7506.0,No corresponde
7507.0,No corresponde
20229.0,Masculino
7508.0,No corresponde
7509.0,No corresponde
20230.0,Femenino
7510.0,No corresponde
20231.0,Masculino
7511.0,No corresponde
20232.0,Masculino
7512.0,No corresponde
20233.0,Masculino
7513.0,No corresponde
20234.0,Masculino
7514.0,No corresponde
20235.0,Masculino
7515.0,No corresponde
20236.0,Femenino
7516.0,No corresponde
7517.0,No corresponde
7518.0,No corresponde
20237.0,Femenino
7519.0,No corresponde
7520.0,No corresponde
7521.0,No corresponde
20238.0,Masculino
7522.0,No corresponde
20239.0,Masculino
7523.0,No corresponde
20240.0,Masculino
7524.0,No corresponde
7525.0,No corresponde
20241.0,Masculino
7526.0,No corresponde
20242.0,Masculino
7527.0,No corresponde
20243.0,Masculino
7528.0,No corresponde
20244.0,Masculino
7529.0,No corresponde
20245.0,Masculino
7530.0,No corresponde
7531.0,No corresponde
7532.0,No corresponde
20246.0,Masculino
7533.0,No corresponde
20247.0,Femenino
7534.0,No corresponde
20248.0,Masculino
7535.0,No corresponde
20249.0,Masculino
7536.0,No corresponde
20250.0,Masculino
7537.0,No corresponde
7538.0,No corresponde
20251.0,Masculino
7539.0,No corresponde
20252.0,Masculino
7540.0,No corresponde
20253.0,Masculino
7541.0,No corresponde
20254.0,Femenino
7542.0,No corresponde
7543.0,No corresponde
20255.0,Masculino
7544.0,No corresponde
20256.0,Masculino
7545.0,No corresponde
20257.0,Masculino
7546.0,No corresponde
20258.0,Femenino
7547.0,No corresponde
20259.0,Masculino
7548.0,No corresponde
20260.0,Masculino
7549.0,No corresponde
20261.0,Masculino
7550.0,No corresponde
20262.0,Femenino
7551.0,No corresponde
7552.0,No corresponde
20263.0,Masculino
7553.0,No corresponde
7554.0,No corresponde
20264.0,Masculino
7555.0,No corresponde
20265.0,Masculino
7556.0,No corresponde
7557.0,No corresponde
20266.0,Masculino
7558.0,No corresponde
20267.0,Masculino
7559.0,No corresponde
20268.0,Masculino
7560.0,No corresponde
20269.0,Femenino
7561.0,No corresponde
20270.0,Masculino
7562.0,No corresponde
20271.0,Masculino
7563.0,No corresponde
20272.0,Masculino
7564.0,No corresponde
20273.0,Masculino
7565.0,No corresponde
20274.0,Masculino
7566.0,No corresponde
20275.0,Masculino
7567.0,No corresponde
7568.0,No corresponde
7569.0,No corresponde
7570.0,No corresponde
20276.0,Masculino
7571.0,No corresponde
20277.0,Masculino
7572.0,No corresponde
20278.0,Masculino
7573.0,No corresponde
7574.0,No corresponde
20279.0,Masculino
7575.0,No corresponde
20280.0,Masculino
7576.0,No corresponde
20281.0,Masculino
7577.0,No corresponde
7578.0,No corresponde
20282.0,Femenino
7579.0,No corresponde
7580.0,No corresponde
7581.0,No corresponde
20283.0,Masculino
7582.0,No corresponde
20284.0,Femenino
7583.0,No corresponde
20285.0,Femenino
7584.0,No corresponde
20286.0,Femenino
7585.0,No corresponde
20287.0,Masculino
7586.0,No corresponde
20288.0,Masculino
7587.0,No corresponde
20289.0,Masculino
7588.0,No corresponde
20290.0,Masculino
7589.0,No corresponde
20291.0,Masculino
7590.0,No corresponde
20292.0,Masculino
7591.0,No corresponde
20293.0,Masculino
7592.0,No corresponde
20294.0,Femenino
7593.0,No corresponde
20295.0,Femenino
7594.0,No corresponde
20296.0,Masculino
7595.0,No corresponde
20297.0,Masculino
7596.0,No corresponde
20298.0,Masculino
7597.0,No corresponde
20299.0,Masculino
7598.0,No corresponde
20300.0,Masculino
7599.0,No corresponde
20301.0,Masculino
7600.0,No corresponde
20302.0,Femenino
7601.0,No corresponde
20303.0,Masculino
7602.0,No corresponde
20304.0,Masculino
7603.0,No corresponde
20305.0,Masculino
7604.0,No corresponde
20306.0,Masculino
7605.0,No corresponde
20307.0,Masculino
7606.0,No corresponde
20308.0,Masculino
20309.0,Masculino
7607.0,No corresponde
20310.0,Masculino
7608.0,No corresponde
20311.0,Masculino
7609.0,No corresponde
20312.0,Masculino
7610.0,No corresponde
20313.0,Masculino
7611.0,No corresponde
20314.0,Masculino
7612.0,No corresponde
7613.0,No corresponde
20315.0,Masculino
7614.0,No corresponde
20316.0,Masculino
7615.0,No corresponde
20317.0,Masculino
7616.0,No corresponde
20318.0,Masculino
7617.0,No corresponde
20319.0,Masculino
7618.0,No corresponde
20320.0,Masculino
7619.0,No corresponde
20321.0,Masculino
7620.0,No corresponde
20322.0,Masculino
7621.0,No corresponde
20323.0,Masculino
7622.0,No corresponde
20324.0,Masculino
7623.0,No corresponde
20325.0,Masculino
7624.0,No corresponde
7625.0,No corresponde
7626.0,No corresponde
20326.0,Masculino
7627.0,No corresponde
7628.0,No corresponde
20327.0,Masculino
7629.0,No corresponde
20328.0,Masculino
7630.0,No corresponde
20329.0,Masculino
7631.0,No corresponde
20330.0,Masculino
7632.0,No corresponde
20331.0,Masculino
7633.0,No corresponde
20332.0,Masculino
7634.0,No corresponde
20333.0,Masculino
7635.0,No corresponde
7636.0,No corresponde
20334.0,Femenino
8825.0,No corresponde
21294.0,Masculino
21295.0,Masculino
7637.0,No corresponde
20335.0,Masculino
7638.0,No corresponde
20336.0,Masculino
7639.0,No corresponde
20337.0,Masculino
7640.0,No corresponde
20338.0,Masculino
7641.0,No corresponde
20339.0,Masculino
7642.0,No corresponde
20340.0,Masculino
7643.0,No corresponde
20341.0,Masculino
7644.0,No corresponde
20342.0,Masculino
7645.0,No corresponde
7646.0,No corresponde
20343.0,Masculino
7647.0,No corresponde
20344.0,Masculino
7648.0,No corresponde
20345.0,Masculino
7649.0,No corresponde
7650.0,No corresponde
7651.0,No corresponde
20346.0,Masculino
7652.0,No corresponde
20347.0,Masculino
7653.0,No corresponde
7654.0,No corresponde
20348.0,Masculino
7655.0,No corresponde
20349.0,Masculino
7656.0,No corresponde
20350.0,Masculino
7657.0,No corresponde
20351.0,Masculino
7658.0,No corresponde
20352.0,Masculino
7659.0,No corresponde
7660.0,No corresponde
20353.0,Masculino
7661.0,No corresponde
20354.0,Masculino
7662.0,No corresponde
20355.0,Masculino
7663.0,No corresponde
7664.0,No corresponde
20356.0,Masculino
7665.0,No corresponde
20357.0,Masculino
7666.0,No corresponde
7667.0,No corresponde
20358.0,Masculino
7668.0,No corresponde
20359.0,Masculino
7669.0,No corresponde
20360.0,Masculino
7670.0,No corresponde
20361.0,Masculino
7671.0,No corresponde
20362.0,Masculino
7672.0,No corresponde
20363.0,Masculino
7673.0,No corresponde
20364.0,Masculino
7674.0,No corresponde
20365.0,Masculino
7675.0,No corresponde
20366.0,Masculino
7676.0,No corresponde
20367.0,Masculino
7677.0,No corresponde
20368.0,Masculino
7678.0,No corresponde
7679.0,No corresponde
20369.0,Masculino
20370.0,Femenino
7680.0,No corresponde
7681.0,No corresponde
7682.0,No corresponde
7683.0,No corresponde
20371.0,Masculino
7684.0,No corresponde
20372.0,Masculino
7685.0,No corresponde
20373.0,Masculino
7686.0,No corresponde
20374.0,Masculino
7687.0,No corresponde
20375.0,Masculino
7688.0,No corresponde
7689.0,No corresponde
20376.0,Femenino
7690.0,No corresponde
20377.0,Masculino
7691.0,No corresponde
20378.0,Masculino
7692.0,No corresponde
20379.0,Femenino
7693.0,No corresponde
7694.0,No corresponde
20380.0,Masculino
7695.0,No corresponde
20381.0,Masculino
7696.0,No corresponde
20382.0,Masculino
7697.0,No corresponde
20383.0,Masculino
7698.0,No corresponde
20384.0,Masculino
7699.0,No corresponde
20385.0,Masculino
7700.0,No corresponde
7701.0,No corresponde
20386.0,Masculino
20387.0,Femenino
7702.0,No corresponde
20388.0,Masculino
7703.0,No corresponde
20389.0,Masculino
7704.0,No corresponde
20390.0,Masculino
7705.0,No corresponde
20391.0,Masculino
7706.0,No corresponde
20392.0,Masculino
7707.0,No corresponde
20393.0,Masculino
7708.0,No corresponde
20394.0,Masculino
7709.0,No corresponde
20395.0,Masculino
7710.0,No corresponde
20396.0,Masculino
7711.0,No corresponde
20397.0,Femenino
7712.0,No corresponde
20398.0,Masculino
7713.0,No corresponde
20399.0,Masculino
7714.0,No corresponde
20400.0,Femenino
7715.0,No corresponde
20401.0,Masculino
7716.0,No corresponde
7717.0,No corresponde
7718.0,No corresponde
7719.0,No corresponde
20402.0,Masculino
7720.0,No corresponde
20403.0,Masculino
7721.0,No corresponde
20404.0,Masculino
7722.0,No corresponde
20405.0,Masculino
7723.0,No corresponde
20406.0,Masculino
7724.0,No corresponde
20407.0,Masculino
7725.0,No corresponde
20408.0,Masculino
7726.0,No corresponde
20409.0,Femenino
7727.0,No corresponde
20410.0,Masculino
7728.0,No corresponde
20411.0,Masculino
7729.0,No corresponde
20412.0,Masculino
7730.0,No corresponde
20413.0,Masculino
7731.0,No corresponde
20414.0,Masculino
7732.0,No corresponde
20415.0,Masculino
7733.0,No corresponde
7734.0,No corresponde
20416.0,Masculino
20417.0,Femenino
7735.0,No corresponde
20418.0,Masculino
7736.0,No corresponde
20419.0,Masculino
7737.0,No corresponde
20420.0,Masculino
7738.0,No corresponde
20421.0,Femenino
7739.0,No corresponde
20422.0,Masculino
7740.0,No corresponde
7741.0,No corresponde
20423.0,Masculino
7742.0,No corresponde
20424.0,Masculino
7743.0,No corresponde
20425.0,Masculino
7744.0,No corresponde
20426.0,Masculino
7745.0,No corresponde
20427.0,Femenino
7746.0,No corresponde
7747.0,No corresponde
20428.0,Masculino
7748.0,No corresponde
20429.0,Masculino
7749.0,No corresponde
20430.0,Masculino
7750.0,No corresponde
20431.0,Masculino
7751.0,No corresponde
20432.0,Masculino
7752.0,No corresponde
20433.0,Masculino
7753.0,No corresponde
20434.0,Masculino
7754.0,No corresponde
7755.0,No corresponde
20435.0,Masculino
7756.0,No corresponde
7757.0,No corresponde
20436.0,Masculino
7758.0,No corresponde
7759.0,No corresponde
20437.0,Masculino
7760.0,No corresponde
20438.0,Masculino
7761.0,No corresponde
20439.0,Masculino
7762.0,No corresponde
20440.0,Masculino
7763.0,No corresponde
20441.0,Masculino
7764.0,No corresponde
20442.0,Masculino
7765.0,No corresponde
20443.0,Femenino
7766.0,No corresponde
7767.0,No corresponde
20444.0,Masculino
7768.0,No corresponde
20445.0,Femenino
7769.0,No corresponde
7770.0,No corresponde
7771.0,No corresponde
20446.0,Masculino
7772.0,No corresponde
20447.0,Femenino
7773.0,No corresponde
20448.0,Femenino
7774.0,No corresponde
20449.0,Femenino
7775.0,No corresponde
20450.0,Masculino
7776.0,No corresponde
20451.0,Masculino
7777.0,No corresponde
20452.0,Femenino
7778.0,No corresponde
7779.0,No corresponde
20453.0,Masculino
7780.0,No corresponde
7781.0,No corresponde
20454.0,Masculino
7782.0,No corresponde
20455.0,Masculino
7783.0,No corresponde
20456.0,Femenino
7784.0,No corresponde
20457.0,Masculino
7785.0,No corresponde
20458.0,Masculino
7786.0,No corresponde
20459.0,Masculino
7787.0,No corresponde
20460.0,Masculino
7788.0,No corresponde
20461.0,Masculino
7789.0,No corresponde
20462.0,Masculino
7790.0,No corresponde
20463.0,Masculino
7791.0,No corresponde
20464.0,Masculino
7792.0,No corresponde
20465.0,Masculino
7793.0,No corresponde
7794.0,No corresponde
7795.0,No corresponde
20466.0,Masculino
7796.0,No corresponde
20467.0,Masculino
7797.0,No corresponde
7798.0,No corresponde
20468.0,Masculino
7799.0,No corresponde
20469.0,Masculino
7800.0,No corresponde
20470.0,Masculino
7801.0,No corresponde
23327.0,Femenino
7802.0,No corresponde
20471.0,Masculino
7803.0,No corresponde
20472.0,Masculino
7804.0,No corresponde
20473.0,Femenino
7805.0,No corresponde
20474.0,Masculino
7806.0,No corresponde
20475.0,Masculino
7807.0,No corresponde
20476.0,Masculino
7808.0,No corresponde
7809.0,No corresponde
20477.0,Masculino
7810.0,No corresponde
20478.0,Masculino
7811.0,No corresponde
20479.0,Femenino
7812.0,No corresponde
20480.0,Masculino
7813.0,No corresponde
20481.0,Masculino
7814.0,No corresponde
20482.0,Masculino
7815.0,No corresponde
7816.0,No corresponde
20483.0,Masculino
7817.0,No corresponde
20484.0,Masculino
7818.0,No corresponde
20485.0,Femenino
7819.0,No corresponde
20486.0,Masculino
7820.0,No corresponde
20487.0,Femenino
7821.0,No corresponde
20488.0,Masculino
7822.0,No corresponde
20489.0,Masculino
7823.0,No corresponde
20490.0,Masculino
7824.0,No corresponde
7825.0,No corresponde
20491.0,Masculino
7826.0,No corresponde
20492.0,Masculino
7827.0,No corresponde
20493.0,Masculino
7828.0,No corresponde
20494.0,Masculino
7829.0,No corresponde
7830.0,No corresponde
20495.0,Masculino
7831.0,No corresponde
20496.0,Masculino
7832.0,No corresponde
20497.0,Masculino
7833.0,No corresponde
20498.0,Femenino
7834.0,No corresponde
20499.0,Masculino
7835.0,No corresponde
20500.0,Masculino
7836.0,No corresponde
20501.0,Femenino
7837.0,No corresponde
20502.0,Masculino
7838.0,No corresponde
20503.0,Masculino
7839.0,No corresponde
20504.0,Masculino
7840.0,No corresponde
7841.0,No corresponde
20505.0,Masculino
7842.0,No corresponde
7843.0,No corresponde
20506.0,Masculino
7844.0,No corresponde
20507.0,Masculino
7845.0,No corresponde
20508.0,Masculino
7846.0,No corresponde
20509.0,Femenino
7847.0,No corresponde
20510.0,Masculino
7848.0,No corresponde
20511.0,Masculino
7849.0,No corresponde
20512.0,Masculino
7850.0,No corresponde
20513.0,Masculino
7851.0,No corresponde
20514.0,Masculino
7852.0,No corresponde
20515.0,Femenino
7853.0,No corresponde
20516.0,Masculino
7854.0,No corresponde
20517.0,Masculino
7855.0,No corresponde
20518.0,Masculino
7856.0,No corresponde
20519.0,Masculino
7857.0,No corresponde
20520.0,Masculino
7858.0,No corresponde
20521.0,Femenino
7859.0,No corresponde
20522.0,Masculino
7860.0,No corresponde
20523.0,Femenino
7861.0,No corresponde
20524.0,Masculino
7862.0,No corresponde
20525.0,Femenino
7863.0,No corresponde
20526.0,Femenino
7864.0,No corresponde
20527.0,Masculino
7865.0,No corresponde
20528.0,Masculino
7866.0,No corresponde
20529.0,Masculino
7867.0,No corresponde
20530.0,Masculino
7868.0,No corresponde
20531.0,Masculino
7869.0,No corresponde
20532.0,Masculino
7870.0,No corresponde
20533.0,Femenino
7871.0,No corresponde
20534.0,Masculino
7872.0,No corresponde
20535.0,Masculino
7873.0,No corresponde
20536.0,Femenino
7874.0,No corresponde
20537.0,Masculino
7875.0,No corresponde
20538.0,Femenino
7876.0,No corresponde
20539.0,Masculino
7877.0,No corresponde
20540.0,Masculino
7878.0,No corresponde
7879.0,No corresponde
7880.0,No corresponde
20541.0,Masculino
7881.0,No corresponde
20542.0,Femenino
7882.0,No corresponde
20543.0,Femenino
7883.0,No corresponde
20544.0,Masculino
7884.0,No corresponde
20545.0,Masculino
7885.0,No corresponde
7886.0,No corresponde
20546.0,Masculino
7887.0,No corresponde
20547.0,Masculino
7888.0,No corresponde
20548.0,Masculino
7889.0,No corresponde
20549.0,Masculino
7890.0,No corresponde
20550.0,Masculino
7891.0,No corresponde
20551.0,Femenino
7895.0,No corresponde
20552.0,Femenino
7896.0,No corresponde
20553.0,Masculino
7897.0,No corresponde
20554.0,Masculino
7898.0,No corresponde
20555.0,Femenino
7899.0,No corresponde
20556.0,Masculino
7900.0,No corresponde
20557.0,Masculino
7901.0,No corresponde
20558.0,Masculino
7902.0,No corresponde
20559.0,Masculino
7903.0,No corresponde
20560.0,Masculino
7905.0,No corresponde
7906.0,No corresponde
20561.0,Masculino
20562.0,Masculino
7907.0,No corresponde
20563.0,Masculino
7908.0,No corresponde
20564.0,Femenino
7909.0,No corresponde
20565.0,Masculino
7910.0,No corresponde
20566.0,Masculino
7911.0,No corresponde
20567.0,Masculino
8815.0,No corresponde
20568.0,Masculino
7912.0,No corresponde
20569.0,Femenino
7913.0,No corresponde
20570.0,Masculino
7914.0,No corresponde
7915.0,No corresponde
7916.0,No corresponde
7917.0,No corresponde
20571.0,Masculino
7918.0,No corresponde
20572.0,Masculino
7919.0,No corresponde
20573.0,Masculino
7920.0,No corresponde
20908.0,Masculino
7921.0,No corresponde
20574.0,Femenino
7922.0,No corresponde
7923.0,No corresponde
7924.0,No corresponde
20575.0,Masculino
7925.0,No corresponde
20576.0,Femenino
7926.0,No corresponde
20577.0,Masculino
7927.0,No corresponde
20578.0,Masculino
7928.0,No corresponde
20579.0,Masculino
7929.0,No corresponde
7930.0,No corresponde
7931.0,No corresponde
7932.0,No corresponde
7933.0,No corresponde
21907.0,Masculino
7934.0,No corresponde
20580.0,Femenino
7935.0,No corresponde
7936.0,No corresponde
20581.0,Masculino
7937.0,No corresponde
7938.0,No corresponde
20582.0,Masculino
7939.0,No corresponde
7940.0,No corresponde
7941.0,No corresponde
7942.0,No corresponde
7943.0,No corresponde
20583.0,Masculino
7944.0,No corresponde
20584.0,Masculino
7945.0,No corresponde
21908.0,Masculino
7946.0,No corresponde
7947.0,No corresponde
20585.0,Masculino
7948.0,No corresponde
20586.0,Femenino
7949.0,No corresponde
20587.0,Masculino
7950.0,No corresponde
20588.0,Masculino
7951.0,No corresponde
7952.0,No corresponde
7953.0,No corresponde
7954.0,No corresponde
20589.0,Masculino
7956.0,No corresponde
20590.0,Masculino
